observable,run_label,sigma_total_pb,generated_events,selected_events,bin_low,bin_high,bin_center,counts,dsigma_pb_per_unit
Yaa,run_06_fT8_1_TeV^-4,2.275200000000e-04,1000000,999564,3.75000000e+00,4.00000000e+00,3.87500000e+00,32,2.912256000000e-08
Yaa,run_06_fT8_1_TeV^-4,2.275200000000e-04,1000000,999564,4.00000000e+00,4.25000000e+00,4.12500000e+00,7,6.370560000000e-09
Yaa,run_06_fT8_1_TeV^-4,2.275200000000e-04,1000000,999564,4.25000000e+00,4.50000000e+00,4.37500000e+00,0,0.000000000000e+00
Yaa,run_06_fT8_1_TeV^-4,2.275200000000e-04,1000000,999564,4.50000000e+00,4.75000000e+00,4.62500000e+00,1,9.100800000000e-10
Yaa,run_06_fT8_1_TeV^-4,2.275200000000e-04,1000000,999564,4.75000000e+00,5.00000000e+00,4.87500000e+00,0,0.000000000000e+00
Yaa,run_06_fT8_1_TeV^-4,2.275200000000e-04,1000000,999564,5.00000000e+00,5.25000000e+00,5.12500000e+00,0,0.000000000000e+00
Yaa,run_06_fT8_1_TeV^-4,2.275200000000e-04,1000000,999564,5.25000000e+00,5.50000000e+00,5.37500000e+00,0,0.000000000000e+00
Yaa,run_06_fT8_1_TeV^-4,2.275200000000e-04,1000000,999564,5.50000000e+00,5.75000000e+00,5.62500000e+00,0,0.000000000000e+00
Yaa,run_06_fT8_1_TeV^-4,2.275200000000e-04,1000000,999564,5.75000000e+00,6.00000000e+00,5.87500000e+00,0,0.000000000000e+00
Yaa,run_06_fT8_1_TeV^-4,2.275200000000e-04,1000000,999564,6.00000000e+00,6.25000000e+00,6.12500000e+00,0,0.000000000000e+00
Yaa,run_06_fT8_1_TeV^-4,2.275200000000e-04,1000000,999564,6.25000000e+00,6.50000000e+00,6.37500000e+00,0,0.000000000000e+00
Yaa,run_06_fT8_1_TeV^-4,2.275200000000e-04,1000000,999564,6.50000000e+00,6.75000000e+00,6.62500000e+00,0,0.000000000000e+00
Yaa,run_06_fT8_1_TeV^-4,2.275200000000e-04,1000000,999564,6.75000000e+00,7.00000000e+00,6.87500000e+00,0,0.000000000000e+00
Yaa,run_06_fT8_1_TeV^-4,2.275200000000e-04,1000000,999564,7.00000000e+00,7.25000000e+00,7.12500000e+00,0,0.000000000000e+00
Yaa,run_06_fT8_1_TeV^-4,2.275200000000e-04,1000000,999564,7.25000000e+00,7.50000000e+00,7.37500000e+00,0,0.000000000000e+00
